"abilities","against_bug","against_dark","against_dragon","against_electric","against_fairy","against_fighting","against_fire","against_flying","against_ghost","against_grass","against_ground","against_ice","against_normal","against_poison","against_psychic","against_rock","against_steel","against_water","attack","base_egg_steps","base_happiness","base_total","capture_rate","classfication","defense","experience_growth","hp","japanese_name","name","percentage_male","pokedex_number","sp_attack","sp_defense","speed","generation","is_legendary","sprite","icon","type","type1","type2","height_ft","height_m","weight_lbs","weight_kgs","bmi","avg_total"
"['Pressure', 'Inner Focus']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,75,20480,35,580,3,"Aurora Pokémon",115,1250000,100,"Suicuneスイクン","Suicune",NA,245,90,115,85,2,TRUE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/245.png","http://cdn.bulbagarden.net/upload/e/ea/245MS.png","Water","Water","","6′07″",2,412.3,187,46.8,96.6666666666667
"['Guts', 'Sand Veil']",1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,64,10240,35,300,45,"Rock Skin Pokémon",50,1250000,50,"Yogirasヨーギラス","Larvitar",50,246,45,50,41,2,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/246.png","http://cdn.bulbagarden.net/upload/8/85/246MS.png","Rock/Ground","Rock","Ground","2′00″",0.6,158.7,72,200,50
"['Shed Skin']",1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,84,10240,35,410,45,"Hard Shell Pokémon",70,1250000,70,"Sanagirasサナギラス","Pupitar",50,247,65,70,51,2,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/247.png","http://cdn.bulbagarden.net/upload/f/f9/247MS.png","Rock/Ground","Rock","Ground","3′11″",1.2,335.1,152,105.6,68.3333333333333
"['Sand Stream', 'Unnerve']",2,0.5,1,1,2,4,0.5,0.5,0.5,2,2,1,0.5,0.5,0,1,2,2,164,10240,35,700,45,"Armor Pokémon",150,1250000,100,"Bangirasバンギラス","Tyranitar",50,248,95,120,71,2,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/248.png","http://cdn.bulbagarden.net/upload/0/0f/248MS.png","Rock/Dark","Rock","Dark","6′07″",2,445.3,202,50.5,116.666666666667
"['Pressure', 'Multiscale']",1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,90,30720,0,680,3,"Diving Pokémon",130,1250000,106,"Lugiaルギア","Lugia",NA,249,90,154,110,2,TRUE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/249.png","http://cdn.bulbagarden.net/upload/c/c8/249MS.png","Psychic/Flying","Psychic","Flying","17′01″",5.2,476.2,216,8,113.333333333333
"['Pressure', 'Regenerator']",0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,130,30720,0,680,3,"Rainbow Pokémon",90,1250000,106,"Hououホウオウ","Ho-Oh",NA,250,110,154,90,2,TRUE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/250.png","http://cdn.bulbagarden.net/upload/e/ee/250MS.png","Fire/Flying","Fire","Flying","12′06″",3.8,438.7,199,13.8,113.333333333333
"['Natural Cure']",4,2,1,0.5,1,0.5,2,2,2,0.5,0.5,2,1,2,0.5,1,1,0.5,100,30720,100,600,45,"Time Travel Pokémon",100,1059860,100,"Celebiセレビィ","Celebi",NA,251,100,100,100,2,TRUE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/251.png","http://cdn.bulbagarden.net/upload/5/5a/251MS.png","Psychic/Grass","Psychic","Grass","2′00″",0.6,11,5,13.9,100
"['Overgrow', 'Unburden']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,5120,70,310,45,"Wood Gecko Pokémon",35,1059860,40,"Kimoriキモリ","Treecko",88.1,252,65,55,70,3,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/252.png","http://cdn.bulbagarden.net/upload/c/cf/252MS.png","Grass","Grass","","1′08″",0.5,11,5,20,51.6666666666667
"['Overgrow', 'Unburden']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,65,5120,70,405,45,"Wood Gecko Pokémon",45,1059860,50,"Juptileジュプトル","Grovyle",88.1,253,85,65,95,3,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/253.png","http://cdn.bulbagarden.net/upload/a/a5/253MS.png","Grass","Grass","","2′11″",0.9,47.6,21.6,26.7,67.5
"['Overgrow', 'Unburden']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,110,5120,70,630,45,"Forest Pokémon",75,1059860,70,"Jukainジュカイン","Sceptile",88.1,254,145,85,145,3,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/254.png","http://cdn.bulbagarden.net/upload/f/ff/254MS.png","Grass","Grass","","5′07″",1.7,115.1,52.2,18.1,105
"['Blaze', 'Speed Boost']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,60,5120,70,310,45,"Chick Pokémon",40,1059860,45,"Achamoアチャモ","Torchic",88.1,255,70,50,45,3,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/255.png","http://cdn.bulbagarden.net/upload/d/d5/255MS.png","Fire","Fire","","1′04″",0.4,5.5,2.5,15.6,51.6666666666667
"['Blaze', 'Speed Boost']",0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,85,5120,70,405,45,"Young Fowl Pokémon",60,1059860,60,"Wakasyamoワカシャモ","Combusken",88.1,256,85,60,55,3,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/256.png","http://cdn.bulbagarden.net/upload/4/4d/256MS.png","Fire/Fighting","Fire","Fighting","2′11″",0.9,43,19.5,24.1,67.5
"['Blaze', 'Speed Boost']",0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,160,5120,70,630,45,"Blaze Pokémon",80,1059860,80,"Bursyamoバシャーモ","Blaziken",88.1,257,130,80,100,3,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/257.png","http://cdn.bulbagarden.net/upload/3/3e/257MS.png","Fire/Fighting","Fire","Fighting","6′03″",1.9,114.6,52,14.4,105
"['Torrent', 'Damp']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,70,5120,70,310,45,"Mud Fish Pokémon",50,1059860,50,"Mizugorouミズゴロウ","Mudkip",88.1,258,50,50,40,3,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/258.png","http://cdn.bulbagarden.net/upload/1/19/258MS.png","Water","Water","","1′04″",0.4,16.8,7.6,47.5,51.6666666666667
"['Torrent', 'Damp']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,85,5120,70,405,45,"Mud Fish Pokémon",70,1059860,70,"Numacrawヌマクロー","Marshtomp",88.1,259,60,70,50,3,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/259.png","http://cdn.bulbagarden.net/upload/2/21/259MS.png","Water/Ground","Water","Ground","2′04″",0.7,61.7,28,57.1,67.5
"['Torrent', 'Damp']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,150,5120,70,635,45,"Mud Fish Pokémon",110,1059860,100,"Laglargeラグラージ","Swampert",88.1,260,95,110,70,3,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/260.png","http://cdn.bulbagarden.net/upload/a/a6/260MS.png","Water/Ground","Water","Ground","4′11″",1.5,180.6,81.9,36.4,105.833333333333
"['Run Away', 'Quick Feet', 'Rattled']",2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,55,3840,70,220,255,"Bite Pokémon",35,1000000,35,"Pochienaポチエナ","Poochyena",50,261,30,30,35,3,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/261.png","http://cdn.bulbagarden.net/upload/5/5c/261MS.png","Dark","Dark","","1′08″",0.5,30,13.6,54.4,36.6666666666667
"['Intimidate', 'Quick Feet', 'Moxie']",2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,90,3840,70,420,127,"Bite Pokémon",70,1000000,70,"Graenaグラエナ","Mightyena",50,262,60,60,70,3,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/262.png","http://cdn.bulbagarden.net/upload/4/4d/262MS.png","Dark","Dark","","3′03″",1,81.6,37,37,70
"['Pickup', 'Gluttony', 'Quick Feet']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,30,3840,70,240,255,"Tiny Racoon Pokémon",41,1000000,38,"Jiguzagumaジグザグマ","Zigzagoon",50,263,30,41,60,3,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/263.png","http://cdn.bulbagarden.net/upload/a/a5/263MS.png","Normal","Normal","","1′04″",0.4,38.6,17.5,109.4,40
"['Pickup', 'Gluttony', 'Quick Feet']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,3840,70,420,90,"Rush Pokémon",61,1000000,78,"Massugumaマッスグマ","Linoone",50,264,50,61,100,3,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/264.png","http://cdn.bulbagarden.net/upload/7/71/264MS.png","Normal","Normal","","1′08″",0.5,71.6,32.5,130,70
"['Shield Dust', 'Run Away']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,45,3840,70,195,255,"Worm Pokémon",35,1000000,45,"Kemussoケムッソ","Wurmple",50,265,20,30,20,3,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/265.png","http://cdn.bulbagarden.net/upload/7/78/265MS.png","Bug","Bug","","1′00″",0.3,7.9,3.6,40,32.5
"['Shed Skin']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,35,3840,70,205,120,"Cocoon Pokémon",55,1000000,50,"Karasalisカラサリス","Silcoon",50,266,25,25,15,3,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/266.png","http://cdn.bulbagarden.net/upload/4/41/266MS.png","Bug","Bug","","2′00″",0.6,22,10,27.8,34.1666666666667
"['Swarm', 'Rivalry']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,70,3840,70,395,45,"Butterfly Pokémon",50,1000000,60,"Agehuntアゲハント","Beautifly",50,267,100,50,65,3,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/267.png","http://cdn.bulbagarden.net/upload/e/e9/267MS.png","Bug/Flying","Bug","Flying","3′03″",1,62.6,28.4,28.4,65.8333333333333
"['Shed Skin']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,35,3840,70,205,120,"Cocoon Pokémon",55,1000000,50,"Mayuldマユルド","Cascoon",50,268,25,25,15,3,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/268.png","http://cdn.bulbagarden.net/upload/6/64/268MS.png","Bug","Bug","","2′04″",0.7,25.4,11.5,23.5,34.1666666666667
"['Shield Dust', 'Compoundeyes']",0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,50,3840,70,385,45,"Poison Moth Pokémon",70,1000000,60,"Dokucaleドクケイル","Dustox",50,269,50,90,65,3,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/269.png","http://cdn.bulbagarden.net/upload/a/ad/269MS.png","Bug/Poison","Bug","Poison","3′11″",1.2,69.7,31.6,21.9,64.1666666666667
"['Swift Swim', 'Rain Dish', 'Own Tempo']",2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,30,3840,70,220,255,"Water Weed Pokémon",30,1059860,40,"Hassbohハスボー","Lotad",50,270,40,50,30,3,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/270.png","http://cdn.bulbagarden.net/upload/1/12/270MS.png","Water/Grass","Water","Grass","1′08″",0.5,5.7,2.6,10.4,36.6666666666667
"['Swift Swim', 'Rain Dish', 'Own Tempo']",2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,50,3840,70,340,120,"Jolly Pokémon",50,1059860,60,"Hasubreroハスブレロ","Lombre",50,271,60,70,50,3,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/271.png","http://cdn.bulbagarden.net/upload/e/e1/271MS.png","Water/Grass","Water","Grass","3′11″",1.2,71.6,32.5,22.6,56.6666666666667
"['Swift Swim', 'Rain Dish', 'Own Tempo']",2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,70,3840,70,480,45,"Carefree Pokémon",70,1059860,80,"Runpappaルンパッパ","Ludicolo",50,272,90,100,70,3,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/272.png","http://cdn.bulbagarden.net/upload/a/a0/272MS.png","Water/Grass","Water","Grass","4′11″",1.5,121.3,55,24.4,80
"['Chlorophyll', 'Early Bird', 'Pickpocket']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,40,3840,70,220,255,"Acorn Pokémon",50,1059860,40,"Tanebohタネボー","Seedot",50,273,30,30,30,3,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/273.png","http://cdn.bulbagarden.net/upload/c/cb/273MS.png","Grass","Grass","","1′08″",0.5,8.8,4,16,36.6666666666667
"['Chlorophyll', 'Early Bird', 'Pickpocket']",4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,70,3840,70,340,120,"Wily Pokémon",40,1059860,70,"Konohanaコノハナ","Nuzleaf",50,274,60,40,60,3,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/274.png","http://cdn.bulbagarden.net/upload/c/c6/274MS.png","Grass/Dark","Grass","Dark","3′03″",1,61.7,28,28,56.6666666666667
"['Chlorophyll', 'Early Bird', 'Pickpocket']",4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,100,3840,70,480,45,"Wickid Pokémon",60,1059860,90,"Dirtengダーテング","Shiftry",50,275,90,60,80,3,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/275.png","http://cdn.bulbagarden.net/upload/3/34/275MS.png","Grass/Dark","Grass","Dark","4′03″",1.3,131.4,59.6,35.3,80
"['Guts', 'Scrappy']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,55,3840,70,270,200,"TinySwallow Pokémon",30,1059860,40,"Subameスバメ","Taillow",50,276,30,30,85,3,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/276.png","http://cdn.bulbagarden.net/upload/f/f3/276MS.png","Normal/Flying","Normal","Flying","1′00″",0.3,5.1,2.3,25.6,45
"['Guts', 'Scrappy']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,85,3840,70,455,45,"Swallow Pokémon",60,1059860,60,"Ohsubameオオスバメ","Swellow",50,277,75,50,125,3,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/277.png","http://cdn.bulbagarden.net/upload/1/1a/277MS.png","Normal/Flying","Normal","Flying","2′04″",0.7,43.7,19.8,40.4,75.8333333333333
"['Keen Eye', 'Hydration', 'Rain Dish']",0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,30,5120,70,270,190,"Seagull Pokémon",30,1000000,40,"Camomeキャモメ","Wingull",50,278,55,30,85,3,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/278.png","http://cdn.bulbagarden.net/upload/b/b4/278MS.png","Water/Flying","Water","Flying","2′00″",0.6,20.9,9.5,26.4,45
"['Keen Eye', 'Drizzle', 'Rain Dish']",0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,50,5120,70,440,45,"Water Bird Pokémon",100,1000000,60,"Pelipperペリッパー","Pelipper",50,279,95,70,65,3,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/279.png","http://cdn.bulbagarden.net/upload/9/96/279MS.png","Water/Flying","Water","Flying","3′11″",1.2,61.7,28,19.4,73.3333333333333
"['Synchronize', 'Trace', 'Telepathy']",1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,25,5120,35,198,235,"Feeling Pokémon",25,1250000,28,"Raltsラルトス","Ralts",50,280,45,35,40,3,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/280.png","http://cdn.bulbagarden.net/upload/3/32/280MS.png","Psychic/Fairy","Psychic","Fairy","1′04″",0.4,14.6,6.6,41.3,33
"['Synchronize', 'Trace', 'Telepathy']",1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,35,5120,35,278,120,"Emotion Pokémon",35,1250000,38,"Kirliaキルリア","Kirlia",50,281,65,55,50,3,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/281.png","http://cdn.bulbagarden.net/upload/7/77/281MS.png","Psychic/Fairy","Psychic","Fairy","2′07″",0.8,44.5,20.2,31.6,46.3333333333333
"['Synchronize', 'Trace', 'Telepathy']",1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,85,5120,35,618,45,"Embrace Pokémon",65,1250000,68,"Sirnightサーナイト","Gardevoir",50,282,165,135,100,3,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/282.png","http://cdn.bulbagarden.net/upload/4/4a/282MS.png","Psychic/Fairy","Psychic","Fairy","5′03″",1.6,106.7,48.4,18.9,103
"['Swift Swim', 'Rain Dish']",1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,30,3840,70,269,200,"Pond Skater Pokémon",32,1000000,40,"Ametamaアメタマ","Surskit",50,283,50,52,65,3,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/283.png","http://cdn.bulbagarden.net/upload/1/1f/283MS.png","Bug/Water","Bug","Water","1′08″",0.5,3.7,1.7,6.8,44.8333333333333
"['Intimidate', 'Unnerve']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,60,3840,70,454,75,"Eyeball Pokémon",62,1000000,70,"Amemothアメモース","Masquerain",50,284,100,82,80,3,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/284.png","http://cdn.bulbagarden.net/upload/a/af/284MS.png","Bug/Flying","Bug","Flying","2′07″",0.8,7.9,3.6,5.6,75.6666666666667
"['Effect Spore', 'Poison Heal', 'Quick Feet']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,40,3840,70,295,255,"Mushroom Pokémon",60,1640000,60,"Kinococoキノココ","Shroomish",50,285,40,60,35,3,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/285.png","http://cdn.bulbagarden.net/upload/8/8e/285MS.png","Grass","Grass","","1′04″",0.4,9.9,4.5,28.1,49.1666666666667
"['Effect Spore', 'Poison Heal', 'Technician']",1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,130,3840,70,460,90,"Mushroom Pokémon",80,1640000,60,"Kinogassaキノガッサ","Breloom",50,286,60,60,70,3,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/286.png","http://cdn.bulbagarden.net/upload/e/ed/286MS.png","Grass/Fighting","Grass","Fighting","3′11″",1.2,86.4,39.2,27.2,76.6666666666667
"['Truant']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,3840,70,280,255,"Slacker Pokémon",60,1250000,60,"Namakeroナマケロ","Slakoth",50,287,35,35,30,3,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/287.png","http://cdn.bulbagarden.net/upload/6/62/287MS.png","Normal","Normal","","2′07″",0.8,52.9,24,37.5,46.6666666666667
"['Vital Spirit']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,3840,70,440,120,"Wild Monkey Pokémon",80,1250000,80,"Yarukimonoヤルキモノ","Vigoroth",50,288,55,55,90,3,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/288.png","http://cdn.bulbagarden.net/upload/3/38/288MS.png","Normal","Normal","","4′07″",1.4,102.5,46.5,23.7,73.3333333333333
"['Truant']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,160,3840,70,670,45,"Lazy Pokémon",100,1250000,150,"Kekkingケッキング","Slaking",50,289,95,65,100,3,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/289.png","http://cdn.bulbagarden.net/upload/0/0d/289MS.png","Normal","Normal","","6′07″",2,287.7,130.5,32.6,111.666666666667
"['Compoundeyes', 'Run Away']",1,1,1,0,1,0.5,2,2,1,1,0.5,2,1,0.5,1,1,1,2,45,3840,70,266,255,"Trainee Pokémon",90,600000,31,"Tutininツチニン","Nincada",50,290,30,30,40,3,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/290.png","http://cdn.bulbagarden.net/upload/9/9f/290MS.png","Bug/Ground","Bug","Ground","1′08″",0.5,12.1,5.5,22,44.3333333333333
"['Speed Boost', 'Infiltrator']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,90,3840,70,456,120,"Ninja Pokémon",45,600000,61,"Tekkaninテッカニン","Ninjask",50,291,50,50,160,3,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/291.png","http://cdn.bulbagarden.net/upload/5/54/291MS.png","Bug/Flying","Bug","Flying","2′07″",0.8,26.5,12,18.8,76
"['Wonder Guard']",0.5,2,1,1,1,0,2,2,2,0.5,0.5,1,0,0.5,1,2,1,1,90,3840,70,236,45,"Shed Pokémon",45,600000,1,"Nukeninヌケニン","Shedinja",NA,292,30,30,40,3,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/292.png","http://cdn.bulbagarden.net/upload/3/30/292MS.png","Bug/Ghost","Bug","Ghost","2′07″",0.8,2.6,1.2,1.9,39.3333333333333
"['Soundproof', 'Rattled']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,51,5120,70,240,190,"Whisper Pokémon",23,1059860,64,"Gonyonyoゴニョニョ","Whismur",50,293,51,23,28,3,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/293.png","http://cdn.bulbagarden.net/upload/5/54/293MS.png","Normal","Normal","","2′00″",0.6,35.9,16.3,45.3,40
"['Soundproof', 'Scrappy']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,71,5120,70,360,120,"Big Voice Pokémon",43,1059860,84,"Dogohmbドゴーム","Loudred",50,294,71,43,48,3,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/294.png","http://cdn.bulbagarden.net/upload/7/73/294MS.png","Normal","Normal","","3′03″",1,89.3,40.5,40.5,60
"['Soundproof', 'Scrappy']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,91,5120,70,490,45,"Loud Noise Pokémon",63,1059860,104,"Bakuongバクオング","Exploud",50,295,91,73,68,3,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/295.png","http://cdn.bulbagarden.net/upload/c/c2/295MS.png","Normal","Normal","","4′11″",1.5,185.2,84,37.3,81.6666666666667
"['Thick Fat', 'Guts', 'Sheer Force']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,60,5120,70,237,180,"Guts Pokémon",30,1640000,72,"Makunoshitaマクノシタ","Makuhita",75.4,296,20,30,25,3,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/296.png","http://cdn.bulbagarden.net/upload/7/7e/296MS.png","Fighting","Fighting","","3′03″",1,190.5,86.4,86.4,39.5
"['Thick Fat', 'Guts', 'Sheer Force']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,120,5120,70,474,200,"Arm Thrust Pokémon",60,1640000,144,"Hariteyamaハリテヤマ","Hariyama",75.4,297,40,60,50,3,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/297.png","http://cdn.bulbagarden.net/upload/d/dd/297MS.png","Fighting","Fighting","","7′07″",2.3,559.5,253.8,48,79
"['Thick Fat', 'Huge Power', 'Sap Sipper']",0.5,0.5,0,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1,20,2560,70,190,150,"Polka Dot Pokémon",40,800000,50,"Ruririルリリ","Azurill",24.6,298,20,40,20,3,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/298.png","http://cdn.bulbagarden.net/upload/5/52/298MS.png","Normal/Fairy","Normal","Fairy","0′08″",0.2,4.4,2,50,31.6666666666667
"['Sturdy', 'Magnet Pull', 'Sand Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,45,5120,70,375,255,"Compass Pokémon",135,1000000,30,"Nosepassノズパス","Nosepass",50,299,45,90,30,3,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/299.png","http://cdn.bulbagarden.net/upload/a/a6/299MS.png","Rock","Rock","","3′03″",1,213.8,97,97,62.5
"['Cute Charm', 'Normalize', 'Wonder Skin ']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,45,3840,70,260,255,"Kitten Pokémon",45,800000,50,"Enecoエネコ","Skitty",24.6,300,35,35,50,3,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/300.png","http://cdn.bulbagarden.net/upload/e/e4/300MS.png","Normal","Normal","","2′00″",0.6,24.3,11,30.6,43.3333333333333
"['Cute Charm', 'Normalize', 'Wonder Skin ']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,65,3840,70,400,60,"Prim Pokémon",65,800000,70,"Enekororoエネコロロ","Delcatty",24.6,301,55,55,90,3,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/301.png","http://cdn.bulbagarden.net/upload/0/0a/301MS.png","Normal","Normal","","3′07″",1.1,71.9,32.6,26.9,66.6666666666667
